Company,Product,Type_Name,Inches,Ram,OS,Weight,Price_EUR,Screen,ScreenW,ScreenH,Touch_Screen,IPS_Panel,Retina_Display,CPU_company,CPU_Frequency_GHz,CPU_model,Primary_Storage_GB,Secondary_Storage,Primary_Storage_Type,Secondary_Storage_Type,GPU_company,GPU_model
Asus,ZenBook 3,Ultrabook,14.00,16,Windows 10,1.10,1900.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7567,Gaming,15.60,16,Windows 10,2.62,1479.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.60,4,Windows 10,1.80,829.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,Ideapad 320-15ISK,Notebook,15.60,4,Windows 10,2.20,579.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 920MX 
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.60,8,Windows 10,2.00,399.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500
Asus,VivoBook Pro,Notebook,15.60,8,Windows 10,1.99,906.62,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.23,1869.00,Quad HD+,3200,1800,Yes,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,IdeaPad 100S-14IBR,Notebook,14.00,2,Windows 10,1.42,249.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.30,8,Windows 10,1.37,1757.42,Full HD,1920,1080,Yes,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 15,Notebook,15.60,16,Windows 10,2.06,2399.00,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.80,Core i7 7700HQ,1024,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,Windows 10,2.50,1109.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050M
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.00,8,Windows 10,2.60,520.90,Standard,1600,900,No,No,No,AMD,3.00,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5
Lenovo,ThinkPad X1,Ultrabook,14.00,16,Windows 10,1.14,2450.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,ROG GL553VE-FY022,Gaming,15.60,8,No OS,2.50,1169.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050 Ti
Acer,Extensa EX2540,Notebook,15.60,4,Windows 10,2.40,450.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 100S-14IBR,Notebook,14.00,4,Windows 10,1.43,274.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics
Acer,Swift 3,Ultrabook,14.00,8,Windows 10,1.80,919.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,Graphics 620
Razer,Blade Pro,Gaming,14.00,16,Windows 10,1.95,2599.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1060
Toshiba,Portege Z30-C-16J,Notebook,13.30,8,Windows 10,1.20,1213.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,Thinkpad X270,Ultrabook,12.50,8,Windows 10,1.36,1584.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ROG G701VI,Gaming,17.30,32,Windows 10,3.80,2799.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 6820HK,512,0,SSD,No,Nvidia,GeForce GTX 1080
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.60,8,Linux,2.40,709.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.20,1449.90,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
MSI,GL62M 7REX,Gaming,15.60,8,Windows 10,2.20,1191.80,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
HP,250 G6,Notebook,15.60,4,No OS,1.86,364.90,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Toshiba,Tecra A50-D-11M,Notebook,15.60,8,Windows 10,2.00,1064.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.60,8,Windows 10,2.20,919.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,AMD,Radeon 530
Dell,Inspiron 5570,Notebook,15.60,16,Windows 10,2.20,1135.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530
Lenovo,IdeaPad Y700-15ISK,Gaming,15.60,8,Windows 10,3.31,1196.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960
Dell,Alienware 17,Gaming,17.30,32,Windows 10,4.42,3147.37,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.80,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Dell,Latitude E7470,Notebook,14.00,8,Windows 10,1.56,1229.00,Full HD,1920,1080,No,No,No,Intel,2.40,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,Ideapad 320-15IAP,Notebook,15.60,4,Windows 10,2.20,419.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Lenovo,IdeaPad 320-15ISK,Notebook,15.60,4,Windows 10,2.20,535.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.60,6,Windows 10,2.04,539.00,Standard,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
MSI,GP72VR Leopard,Gaming,17.30,8,Windows 10,2.70,1486.77,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Toshiba,Satellite Pro,Notebook,15.60,4,Windows 10,2.10,498.00,Standard,1366,768,No,No,No,Intel,2.10,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude 3580,Notebook,15.60,8,Windows 10,2.06,955.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.60,8,Windows 10,2.10,745.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,AMD,Radeon 530
Toshiba,Tecra Z50-D-10E,Notebook,15.60,8,Windows 10,2.00,1258.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 3,Notebook,15.60,4,Linux,2.10,412.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Microsoft,Surface Laptop,Ultrabook,13.50,8,Windows 10 S,1.25,1867.85,Standard,2256,1504,Yes,No,No,Intel,2.80,Core i7 7600U,256,0,SSD,No,Intel,Iris Plus Graphics 640
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.60,8,Windows 10,1.90,817.95,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,128,1024,SSD,HDD,AMD,Radeon R5 M430
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.30,8,Windows 10,1.30,1034.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15AST,Notebook,15.60,4,Windows 10,2.20,349.00,Standard,1366,768,No,No,No,AMD,2.20,E-Series E2-9000,128,0,SSD,No,AMD,Radeon R2 Graphics
HP,Pavilion X360,2 in 1 Convertible,14.00,4,Windows 10,1.63,699.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.40,Core i3 7100U,128,0,SSD,No,Nvidia,GeForce 940MX
MSI,GP62 7RDX,Gaming,15.60,16,Windows 10,2.40,1294.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Asus,Zenbook 3,Ultrabook,14.00,8,Windows 10,1.10,1135.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Chromebook X360,2 in 1 Convertible,11.60,8,Chrome OS,1.40,495.00,Standard,1366,768,Yes,No,No,Intel,1.10,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500
LG,Gram 15Z975,Ultrabook,15.60,8,Windows 10,1.09,2299.00,Full HD,1920,1080,No,Yes,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire VX5-591G,Gaming,15.60,16,Windows 10,2.50,1299.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti
MSI,GV62M 7RD,Gaming,15.60,8,Windows 10,2.20,997.90,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.60,4,Windows 10,1.86,419.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500
Dell,Alienware 15,Gaming,15.60,16,Windows 10,3.21,2051.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,17-bs000nv I3,Notebook,17.30,4,Windows 10,2.50,699.00,Full HD,1920,1080,No,Yes,No,Intel,2.00,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 520
Lenovo,Yoga 730,2 in 1 Convertible,13.30,8,Windows 10,1.19,1499.00,Full HD,1920,1080,Yes,Yes,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
Dell,Alienware 15,Gaming,15.60,16,Windows 10,3.49,2813.75,Full HD,1920,1080,No,No,No,Intel,2.90,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
HP,250 G6,Notebook,15.60,4,Windows 10,1.86,612.61,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,AMD,Radeon 520
Dell,Inspiron 3567,Notebook,15.60,4,Windows 10,2.20,545.67,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.30,6,Windows 10,2.65,569.00,Full HD,1920,1080,No,Yes,No,AMD,2.40,A10-Series 9600P,2048,0,HDD,No,AMD,Radeon R7 M440
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.60,4,Windows 10,2.10,318.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510
Acer,Chromebook 14,Notebook,14.00,4,Chrome OS,1.45,375.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core 3855U,32,0,Flash Storage,No,Intel,HD Graphics 510
Lenovo,IdeaPad 520s-14IKB,Notebook,14.00,4,Windows 10,1.70,699.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ZBook 17,Workstation,17.30,8,Windows 10,3.14,1907.99,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,500,0,HDD,No,Nvidia,Quadro M1200
Lenovo,ThinkPad X1,2 in 1 Convertible,14.00,8,Windows 10,1.42,2590.00,Standard,2560,1440,Yes,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Toshiba,Satellite Pro,Notebook,13.30,8,Windows 10,1.50,973.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,TravelMate B117-M,Netbook,11.60,4,Windows 10,1.40,269.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3050,32,0,Flash Storage,No,Intel,HD Graphics
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.00,16,Windows 10,1.38,1749.00,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,Chromebook Flip,2 in 1 Convertible,12.50,4,Chrome OS,1.20,669.00,Full HD,1920,1080,Yes,No,No,Intel,0.90,Core M M3-6Y30,64,0,Flash Storage,No,Intel,HD Graphics 515
Toshiba,Portege Z30T-C-133,Ultrabook,13.30,16,Windows 10,1.36,1877.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.60,4,Windows 10,2.10,689.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530
Dell,Inspiron 5577,Gaming,15.60,8,Windows 10,2.56,819.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Lenovo,IdeaPad 320-15AST,Notebook,15.60,4,Windows 10,2.20,399.00,Full HD,1920,1080,No,No,No,AMD,2.90,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530
Lenovo,IdeaPad 320-15ABR,Notebook,15.60,8,Windows 10,2.20,429.00,Standard,1366,768,No,No,No,AMD,3.60,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.60,4,Windows 10,2.10,621.45,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.60,4,No OS,1.90,450.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Dell,Vostro 5568,Notebook,15.60,8,Windows 10,2.18,795.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Spin 5,2 in 1 Convertible,13.30,8,Windows 10,1.60,999.00,Full HD,1920,1080,Yes,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,ThinkPad P51s,Workstation,15.60,16,Windows 7,2.18,1855.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M
Lenovo,Thinkpad T460p,Notebook,14.00,8,Windows 10,1.80,1191.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6300HQ,256,0,SSD,No,Intel,HD Graphics 520
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.30,6,Windows 10,2.71,655.01,Full HD,1920,1080,No,Yes,No,AMD,2.50,A10-Series 9620P,2048,0,HDD,No,AMD,Radeon 530
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,Windows 10,2.50,1249.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
Dell,Latitude 5480,Notebook,14.00,8,Linux,1.64,1089.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Vostro 5568,Notebook,15.60,8,Linux,1.98,726.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Asus,VivoBook E403NA,Notebook,14.00,4,Windows 10,1.50,298.00,Full HD,1920,1080,No,No,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Dell,Latitude 5580,Notebook,15.60,16,Windows 10,1.93,1426.66,Full HD,1920,1080,No,No,No,Intel,2.60,Core i5 7300U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad E470,Notebook,14.00,8,Windows 10,1.87,857.07,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX
Dell,Latitude 5580,Notebook,15.60,8,Windows 10,1.90,1179.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.60,4,Windows 10,2.19,298.00,Standard,1366,768,No,No,No,AMD,2.00,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4
Mediacom,Smartbook 142,Notebook,14.00,4,Windows 10,1.40,265.00,Full HD,1920,1200,No,Yes,No,Intel,1.92,Atom Z8350,32,0,HDD,No,Intel,HD Graphics 400
HP,ProBook 470,Notebook,17.30,8,Windows 10,2.63,1200.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX
Lenovo,ThinkPad X1,Ultrabook,14.00,8,Windows 10,1.17,1686.64,Quad HD+,2560,1440,No,Yes,No,Intel,2.50,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520
HP,Pavilion X360,2 in 1 Convertible,13.30,8,Windows 10,1.58,836.60,Standard,1366,768,Yes,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad T470s,Ultrabook,14.00,8,Windows 10,1.32,1499.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.30,32,Windows 10,4.36,3659.40,4K Ultra HD,3840,2160,No,No,No,Intel,2.80,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070
MSI,GL72M 7REX,Gaming,17.30,8,Windows 10,2.70,1348.48,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.60,4,No OS,1.90,489.90,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.60,8,Windows 10,2.20,719.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530
Dell,Inspiron 5378,2 in 1 Convertible,13.30,4,Windows 10,1.71,649.00,Full HD,1920,1080,Yes,No,No,Intel,2.40,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5567,Notebook,15.60,8,Linux,2.32,589.52,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.60,4,Windows 10,2.10,489.00,Full HD,1920,1080,No,No,No,AMD,3.00,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520
Acer,Predator 17,Gaming,17.30,16,Windows 10,4.20,1935.00,Full HD,1920,1080,No,Yes,No,Intel,2.60,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 3567,Notebook,15.60,12,Windows 10,2.25,649.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.60,6,Windows 10,2.10,650.00,Full HD,1920,1080,No,No,No,AMD,3.00,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520
Acer,Extensa EX2540-58KR,Notebook,15.60,4,Windows 10,2.40,559.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,ThinkPad 13,Notebook,13.30,8,Windows 10,1.44,960.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.60,4,Windows 10,1.85,779.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620
HP,ZBook 15,Workstation,15.60,16,Windows 10,2.60,2419.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200
Dell,Inspiron 5379,2 in 1 Convertible,13.30,8,Windows 10,1.55,659.00,Full HD,1920,1080,Yes,No,No,Intel,1.60,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620
MSI,GS63VR 7RF,Gaming,15.60,16,Windows 10,1.80,2094.48,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Acer,Aspire ES1-572,Notebook,15.60,4,Windows 10,2.40,410.80,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Dell,Inspiron 7560,Notebook,15.60,8,Windows 10,2.00,1207.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX
Dell,Vostro 3568,Notebook,15.60,8,Windows 10,2.00,665.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520
Toshiba,Tecra X40-D-10G,Notebook,14.00,8,Windows 10,1.25,1535.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Flex 5,2 in 1 Convertible,14.00,8,Windows 10,1.70,999.00,Full HD,1920,1080,Yes,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad P51s,Workstation,15.60,16,Windows 10,2.50,3299.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.80,Core i7 7600U,1024,0,SSD,No,Nvidia,Quadro M520M
Acer,Chromebook 14,Notebook,14.00,2,Chrome OS,1.68,330.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400
Samsung,Notebook 9,Ultrabook,13.30,16,Windows 10,0.81,1649.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
HP,250 G6,Notebook,15.60,8,Windows 10,1.86,539.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude 5480,Notebook,14.00,8,Windows 10,1.60,1126.71,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Zbook 17,Workstation,17.30,16,Windows 7,3.00,4389.00,Full HD,1920,1080,No,Yes,No,Intel,2.90,Xeon E3-1535M v5,256,0,SSD,No,Nvidia,Quadro M2000M
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.60,4,Windows 10,1.40,475.00,Standard,1366,768,Yes,No,No,Intel,1.60,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400
HP,EliteBook 850,Notebook,15.60,8,Windows 10,1.84,1900.00,Full HD,1920,1080,No,No,No,Intel,2.40,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.60,4,No OS,2.45,579.00,Standard,1366,768,No,No,No,Intel,2.30,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M
Lenovo,Thinkpad T460,Ultrabook,14.00,4,Windows 10,1.70,1096.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
Asus,Pro P2540UA-XO0192R,Notebook,15.60,4,Windows 10,2.37,849.90,Standard,1366,768,No,No,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.30,8,Windows 10,1.30,1199.00,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.80,Core i5 6260U,256,0,SSD,No,Intel,HD Graphics 540
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.60,8,Windows 10,2.20,1099.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,ZBook 15,Workstation,15.60,8,Windows 7,2.59,1561.00,Full HD,1920,1080,No,No,No,Intel,2.60,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M
Dell,Alienware 17,Gaming,15.60,16,Windows 10,4.42,2868.99,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Acer,Aspire 3,Notebook,15.60,4,Windows 10,2.10,599.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,Windows 10,2.50,1048.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Dell,Latitude 7280,Ultrabook,12.50,16,Windows 10,1.18,1859.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620
Google,Pixelbook (Core,Ultrabook,12.30,8,Chrome OS,1.10,1559.00,Standard,2400,1600,Yes,No,No,Intel,1.20,Core i5 7Y57,256,0,SSD,No,Intel,HD Graphics 615
